WEAVELISTNO,WARPTOTAL,TEXTILENO,TEXTILESUFFIX,TOTALLENGTH,THEORYLENGTH,WRAPNO,YARNSPEC,FIRMABBR,YARNBATCHNO,DENIM,FIBERBASE,UNITWEIGHT,GRANULARITY,WARPLENGTH,WARPOPNO,WARPMACHINE,WARPSPEED,WARPPRES,OILWAX,SSTENSION,WARPTENSION,TRACFORCE,OILWAXSPEED,REEDSLIGHT,PROCESSWAY,ROLLQUANTITY,REEDTYPE,EXTRAATTACH,PRESROLLER,TENSWASHER,TENSSETTING,WARPSCALING,HYDRATENSION,REMARK,WARPCOND,GROUPTYPE,OTHER
AG4-17000893-1-A-A01,21120,S24011Z,AA-01-A,8480,9000,A,0020/24N(F)F,力鵬尼龍,A2065-1,20,21120,0.02,1320,8480,AR1-17060081-1-1,A2,80,0.50,無,3,5,0,0,2,上漿,1,Z,無,0.50,無, ,不要,6,上漿 - 注意滾桶壓力 面板張力 :11, 導紗棍 : 4.5,1,1
AG4-17000471-1-A-A01,21120,S24011,AA-01-A,5360,4500,A,0020/24N(F)F,力鵬尼龍,A2065-1,20,21120,0.01,1320,5360,AR1-17040031-1-1,A2,150,2,無,3,0,0,0,2,上漿,1,直,PE袋+塑膠夾,2,無, ,不要,6,上漿  (塑膠袋要夾滿,預防糾結),1,1
AG3-16000354-2-A-A01,10800,11248Y,AA-04-A,6500,6750,A,0040/34DN(SOL)F陽光橘,力鵬尼龍,A4049,40,10800,0.03,1080,6500,AR1-16080028-1-1,A2,250,2,無,5,4,0,0,2,上漿,1,Z,PE袋+塑膠夾,2,無, ,不要,4,上漿,1,1
AG3-16000445-2-A-A01,10800,11258Z,AD-07-A,6600,6750,A,0040/34DN(SOL)F陽光橘,力鵬尼龍,A4049,40,10800,0.03,982,6600,AR1-16080055-1-1,A1,250,2,無,5,4,0,0,2,上漿,1,Z,PE袋+塑膠夾,2,無, ,不要,4,上漿,1,1
AG3-16001124-1-A-A01,12900,11329,AA-01-A,18600,18261,A,0070/48N(F)F,力鵬尼龍,A703D,69,12898,0.14,1075,18600,AR1-16100037-1-1,A1,250,4,無,6,6,0,0,2,上漿,1,Z,無,4,無, ,不要,6,上漿,1,1
AG4-16000609-1-A-A01,13200,S22095,AA-01-A,22370,4500,A,0020/24N(F)F,力鵬尼龍,A2065-1,20,13200,0.01,1320,22370,AR1-16050071-1-1,A2,60,0.50,無,3,5,0,0,2,上漿,1,Z,無,0.50,無, ,不要,6,上漿 - 注意滾桶壓力 面板張力 :11, 導紗棍 : 4.5,1,1
AG4-16000131-2-A-A01,13199,S21720,AA-01-A,2400,4500,A,0020/24N(F)F,力鵬尼龍,A2065-1,20,13199,0.01,1320,2400,AR1-16030091-1-1,A1,150,2,無,3,0,0,0,2,上漿,1,直,PE袋+塑膠夾,2,無, ,不要,0,上漿  (塑膠袋要夾滿,預防糾結),1,1
AG3-15001223-1-A-A01,7020,10599Z,AE-08-A,379175,379286,A,0070/48DN(SOL)F淺灰,力鵬尼龍,A70C5,70,7020,2.95,1170,37918,AR1-16020011-1-1,A1,200,3,無,6,6,0,0,2,上漿,10,Z,PE袋,3,無, ,不要,6,上漿,1,1
AG1-14010747-1-A-A01,11700,02540Y,AE-05-A,64800,64800,A,0150/48T(*B)F,力鵬尼龍,C1506T2,150,11700,1.08,975,21600,AR1-15010051-1-1,A2,350,3,無,9,8,0,0,2,上漿,3,Z,無,3,無, ,不要,8,上漿,1,1
AG4-14000836-1-A-A01,12900,S18640,AA-01-A,1980,2609,A,0070/48N(F)F,力鵬尼龍,A703D-1,69,12900,0.02,1075,1980,AR1-14060001-1-2,A3,100,2,無,6,6,0,0,2,上漿,1,Z,無,2,無, ,不要,6,上漿,1,1
AG3-14000174-3-A-A01,10668,09369,AG-11-A,10000,10435,A,0070/48N(F)F,力鵬尼龍,A703D-1,69,10668,0.08,1067,10000,AR1-14060001-1-1,A1,100,2,無,6,6,0,0,2,上漿,1,Z,無,2,無, ,不要,6,上漿,1,1
AG3-13000386-1-A-B01,13200,03618Y,AD-03-A,60000,58500,A,0020/24N(F)F,力鵬尼龍,A2065,20,13200,0.13,1320,60000,AR1-13090126-1-1,A2,60,1,無,3,5,0,0,2,上漿,1,Z,無,1,無, ,不要,6,上漿 - 注意滾桶壓力 面板張力 : 4.5, 導紗棍 : 5,1,1
AG4-13001443-1-A-A01,10560,S17432,AA-01-A,20000,4500,A,0020/24N(F)F,力鵬尼龍,A2065,20,10560,0.01,1320,20000,AR1-13090088-1-1,A2,150,2,無,6,4,0,0,2,上漿,1,Z,無,2,無, ,不要,4,上漿,1,1
AG4-13001244-1-A-A01,13200,S17147,AA-01-A,5300,4500,A,0020/11DN(SOL)F黑,力鵬尼龍,A2085,20,13200,0.01,1320,5300,AR1-13080128-1-1,A2,60,1,無,3,5,0,0,2,上漿,1,Z,無,1,無, ,不要,6,上漿 - 注意滾桶壓力 面板張力 : 4.5, 導紗棍 : 5,1,1
AG4-13001145-1-A-A01,13200,S17056,AA-01-A,5300,4500,A,0020/24N(F)F,力鵬尼龍,A2065,20,13200,0.01,1320,5300,AR1-13080075-1-1,A2,200,2,無,0,0,0,0,2,上漿,1,Z,無,2,無, ,不要,6,上漿,1,1
AG4-13000152-1-A-A01,6000,S16151,AA-01-A,3240,3600,A,0075/36DF,力鵬尼龍,C7506,75,6000,0.03,1000,3240,AR1-13010099-1-1,A2,150,2,無,5,4,0,0,2,上漿,1,直,無,2,無, ,不要,4,上漿,1,1
AG1-12007176-1-A-A01,7524,03912,AB-02-A,2800,2609,A,0070/48DN(SOL)F黑,力鵬尼龍,A708T,69,2356,0.02,589,2800,AR1-12110069-1-5,A2,150,2,無,6,6,0,0,2,上漿,1,Z,無,2,無, ,不要,6,上漿,1,1
AG1-12007175-1-A-A01,7524,03911,AC-03-A,700,1286,C,0070/48DN(SOL)F灰綠,力鵬尼龍,A707W,70,726,0.01,726,700,AR1-12110069-1-3,A2,150,2,無,6,6,0,0,2,上漿,1,Z,無,2,無, ,不要,6,上漿,1,3
AG1-12007175-1-A-A01,7524,03911,AC-03-A,2100,2609,B,0070/48DN(SOL)F黑,力鵬尼龍,A708T,69,2178,0.02,726,2100,AR1-12110069-1-2,A2,150,2,無,6,6,0,0,2,上漿,1,Z,無,2,無, ,不要,6,上漿,1,2
AG1-12007176-1-A-A01,7524,03912,AB-02-A,700,1304,D,0070/48DN(SOL)F咖啡,力鵬尼龍,A704P,69,310,0.01,310,700,AR1-12110069-1-8,A2,150,2,無,6,6,0,0,2,上漿,1,Z,無,2,無, ,不要,6,上漿,1,4
AG1-12007176-1-A-A01,7524,03912,AB-02-A,3500,3913,B,0070/48DN(SOL)F丈青,力鵬尼龍,A708H,69,3742,0.03,748,3500,AR1-12110069-1-6,A2,150,2,無,6,6,0,0,2,上漿,1,Z,無,2,無, ,不要,6,上漿,1,2
AG1-12007175-1-A-A01,7524,03911,AC-03-A,700,1304,D,0070/48DN(SOL)F淺灰,力鵬尼龍,U6025-1,69,264,0.01,264,700,AR1-12110069-1-4,A2,150,2,無,6,6,0,0,2,上漿,1,Z,無,2,無, ,不要,6,上漿,1,4
AG1-12007176-1-A-A01,7524,03912,AB-02-A,1400,1304,C,0070/48DN(SOL)F墨綠,力鵬尼龍,A704R,69,1116,0.01,558,1400,AR1-12110069-1-7,A2,150,2,無,6,6,0,0,2,上漿,1,Z,無,2,無, ,不要,6,上漿,1,3
AG1-12007175-1-A-A01,7524,03911,AC-03-A,4200,3857,A,0070/48DN(SOL)F深灰,力鵬尼龍,A709H,70,4356,0.03,726,4200,AR1-12110069-1-1,A2,150,2,無,6,6,0,0,2,上漿,1,Z,無,2,無, ,不要,6,上漿,1,1
AG4-12000371-1-A-A01,7020,S14828,AA-01-A,2310,2400,A,0075/36DF,力鵬尼龍,C7506,75,7020,0.02,1003,2310,AR1-12030131-1-1,A3,150,2,無,5,4,0,0,2,上漿,1,直,無,2,無, ,不要,4,上漿,1,1
AG3-11000381-1-A-A01,7156,10255,AA-01-A,31430,18261,A,0070/24N(SOL)F黑,力鵬尼龍,A702E,69,7156,0.14,1022,31430,AR1-11080084-1-1,A1,150,2,無,6,4,0,0,2,上漿,1,Z,無,2,無, ,不要,4,上漿,1,1
AG3-10001128-1-A-A01,6201,02281,AC-03-A,158250,158060,A,0200/48DN(SOL)F丈青FDY,力鵬尼龍,A202H-1,201,6201,3.53,1240,10550,AR1-10120130-1-1,A3,150,4,無,10,10,0,0,2,上漿,15,Z,無,4,無, ,不要,10,上漿,1,1
AG3-10001137-1-A-A01,6120,02280,AE-05-A,156300,155821,A,0200/48DN(SOL)F丈青FDY,力鵬尼龍,A202H-1,201,6120,3.48,1224,14209,AR1-10120130-1-2,A3,150,4,無,10,10,0,0,2,上漿,11,Z,無,4,無, ,不要,10,上漿,1,1
AG3-10001128-1-A-A01,6201,02281,AC-03-A,60000,60000,A,0200/48DN(SOL)F丈青FDY,力鵬尼龍,A202H-1,201,6201,1.34,1034,10000,AR1-10120130-1-3,A3,150,4,無,10,10,0,0,2,上漿,6,Z,無,4,無, ,不要,10,上漿,1,1
AG3-10000543-1-A-A01,10752,09147,AE-13-A,140000,139565,A,0070/48N(F)F,力鵬尼龍,A703D,69,10752,1.07,1075,35000,AR1-10060055-1-1,A3,150,2,無,6,0,0,0,2,上漿,4,Z,無,2,無, ,不要,0,上漿,1,1
AG3-10000543-1-A-A01,10752,09147,AE-13-A,435000,435652,A,0070/48N(F)F,力鵬尼龍,A703D,69,10752,3.34,1075,43500,AR1-10050085-1-1,A3,150,2,無,6,0,0,0,2,上漿,10,Z,無,2,無, ,不要,0,上漿,1,1
AG1-10003893-1-A-A01,12900,09268,AF-14-A,256800,256957,A,0070/48N(F)F,力鵬尼龍,A703D,69,12900,1.97,1075,42800,AR1-10060055-1-2,A3,150,2,無,6,0,0,0,2,上漿,6,Z,無,2,無, ,不要,0,上漿,1,1
AG3-10000543-1-A-A01,10752,09147,AE-13-A,37200,37826,A,0070/48N(F)F,力鵬尼龍,A703D,69,10752,0.29,896,37200,AR1-10060055-1-3,A3,150,2,無,6,0,0,0,2,上漿,1,Z,無,2,無, ,不要,0,上漿,1,1
AG5-09000262-1-A-A01,8400,L0085,AA-01-A,192000,191250,A,Z0040/34N(F)F,力鵬尼龍,+A4011,40,8400,0.85,1050,38400,AR1-09080034-2-3,A3,150,2,無,4,4,0,0,2,上漿,5,直,無,2,無, ,不要,4,上漿,1,1
AG3-10000086-2-A-A01,6120,02280,AE-04-A,77700,21045,A,0200/48DN(SOL)F丈青FDY,力鵬尼龍,A202H-1,201,6120,0.47,1020,12950,AR1-10040035-1-1,A3,150,4,無,10,10,0,0,2,上漿,6,Z,無,4,無, ,不要,10,上漿,1,1
AG1-10001067-1-A-A01,10800,09971Z,AE-08-A,49000,490500,A,0040/34N(F)F,力鵬尼龍,A4011-1,40,10800,2.18,1080,49000,AR1-10030083-1-3,A3,150,2,無,4,0,0,0,2,上漿,1,直,無,2,無, ,不要,4,上漿,1,1
AG1-10001067-1-A-A01,10800,09971Z,AE-08-A,196000,490500,A,0040/34N(F)F,力鵬尼龍,A4011-1,40,10800,2.18,1080,49000,AR1-10030083-1-2,A3,150,2,無,4,0,0,0,2,上漿,4,直,無,2,無, ,不要,4,上漿,1,1
AG3-10000086-1-A-A01,6120,02280,AD-04-A,201000,334673,A,0200/48DN(SOL)F丈青FDY,力鵬尼龍,A202H,199,6120,7.40,1020,16750,AR1-10030040-1-1,A1,150,4,無,10,10,0,0,2,上漿,12,Z,無,4,無, ,不要,10,上漿,1,1
AG3-10000175-1-A-A01,6201,02281,AC-03-A,111000,128507,A,0200/48DN(SOL)F丈青FDY,力鵬尼龍,A202H-1,201,6201,2.87,1034,9250,AR1-10040035-1-3,A3,150,4,無,10,10,0,0,2,上漿,12,Z,無,4,無, ,不要,10,上漿,1,1
AG3-09000881-1-A-A01,7020,01439X,AM-06-A,240000,119552,A,0070/24N(SOL)F黑,力鵬尼龍,A706W,67,7020,0.89,1170,40000,AR1-09120025-1-1,A3,250,4,無,6,6,0,0,2,上漿,6,Z,無,4,無, ,不要,4,上漿,1,1
AG3-09000648-1-A-B01,6120,02280,AD-04-A,77280,251005,A,0200/48DN(SOL)F丈青FDY,力鵬尼龍,A202H,199,6120,5.55,1020,12880,AR1-09100123-1-3,A3,150,4,無,10,10,0,0,2,上漿,6,Z,無,4,無, ,不要,10,上漿,1,1
AG1-10001067-1-A-A01,10800,09971Z,AE-08-A,245050,490500,A,0040/34N(F)F,力鵬尼龍,A4011-1,40,10800,2.18,1080,49010,AR1-10030083-1-1,A3,150,2,無,4,0,0,0,2,上漿,5,直,無,2,無, ,不要,4,上漿,1,1
AG4-09001088-1-A-A01,9600,S11096,AA-01-A,4760,1837,A,0050/36DF,力鵬尼龍,C5003,49,9600,0.01,1371,4760,AR1-09100127-1-1,A2,150,2,無,5,4,0,0,2,上漿,1,直,無,2,無, ,不要,4,上漿,1,1
AG3-09000648-1-A-B01,6120,02280,AD-04-A,77280,251005,A,0200/48DN(SOL)F丈青FDY,力鵬尼龍,A202H,199,6120,5.55,1020,12880,AR1-09100123-1-2,A3,150,4,無,10,10,0,0,2,上漿,6,Z,無,4,無, ,不要,10,上漿,1,1
AG3-10000175-1-A-A01,6201,02281,AC-03-A,17400,128507,A,0200/48DN(SOL)F丈青FDY,力鵬尼龍,A202H-1,201,6201,2.87,1034,17400,AR1-10040035-1-4,A3,150,4,無,10,10,0,0,2,上漿,1,Z,無,4,無, ,不要,10,上漿,1,1
AG3-10000086-1-A-A01,6120,02280,AD-04-A,133800,334673,A,0200/48DN(SOL)F丈青FDY,力鵬尼龍,A202H,199,6120,7.40,1020,19114,AR1-10030040-1-2,A3,150,4,無,10,10,0,0,2,上漿,7,Z,無,4,無, ,不要,10,上漿,1,1
AG3-09000648-1-A-A01,6120,02280,AD-03-A,46200,46131,A,0200/48DN(SOL)F丈青FDY,力鵬尼龍,A202H,199,6120,1.02,874,23100,AR1-09100123-1-1,A3,150,4,無,10,10,0,0,2,上漿,2,Z,無,4,無, ,不要,10,上漿,1,1
AG5-09000202-1-A-A01,10800,L0077,AA-01-A,216680,650250,A,Z0040/34N(F)F,力鵬尼龍,+A4011,40,10800,2.89,1080,54170,AR1-09080034-2-1,A3,150,2,無,4,4,0,0,2,上漿,4,直,無,2,無, ,不要,4,上漿,1,1
AG3-10000086-2-A-B01,6120,02280,AE-05-A,189300,245821,A,0200/48DN(SOL)F丈青FDY,力鵬尼龍,A202H-1,201,6120,5.49,1020,15775,AR1-10040035-1-2,A3,150,4,無,10,10,0,0,2,上漿,12,Z,無,4,無, ,不要,10,上漿,1,1
AG5-09000202-1-A-A01,10800,L0077,AA-01-A,263400,650250,A,Z0040/34N(F)F,力鵬尼龍,+A4011,40,10800,2.89,1080,52680,AR1-09080034-2-2,A3,150,2,無,4,4,0,0,2,上漿,5,直,無,2,無, ,不要,4,上漿,1,1
AG3-09000881-1-A-B01,7020,01439X,AM-13-A,240000,248507,A,0070/24N(SOL)F黑,力鵬尼龍,A706W,67,7020,1.85,1170,40000,AR1-09120025-1-2,A3,250,4,無,6,6,0,0,2,上漿,6,Z,無,4,無, ,不要,4,上漿,1,1
AG3-09000648-1-A-B01,6120,02280,AD-04-A,96240,251005,A,0200/48DN(SOL)F丈青FDY,力鵬尼龍,A202H,199,6120,5.55,1020,16040,AR1-09100123-1-4,A3,150,4,無,10,10,0,0,2,上漿,6,Z,無,4,無, ,不要,10,上漿,1,1
AG4-09000963-1-A-A01,10800,S10985,AA-01-A,2800,1837,A,0050/36DF,力鵬尼龍,C5003,49,10800,0.01,1350,2800,AR1-09090109-1-1,A2,150,2,無,5,4,0,0,2,上漿,1,直,無,2,無, ,不要,4,上漿,1,1
AG5-09000202-1-A-A01,10800,L0077,AA-01-A,337500,675000,A,Z0040/34N(F)F,力鵬尼龍,+A4011,40,10800,3,1080,67500,AR1-09080034-1-1,A3,150,2,無,4,4,0,0,2,上漿,5,直,無,2,無, ,不要,4,上漿,1,1
AG5-09000202-1-A-A01,10800,L0077,AA-01-A,337500,675000,A,Z0040/34N(F)F,力鵬尼龍,+A4011,40,10800,3,1080,67500,AR1-09080034-1-2,A3,150,2,無,4,4,0,0,2,上漿,5,直,無,2,無, ,不要,4,上漿,1,1
AG1-09000845-1-A-B01,4794,02944,AC-03-A,1500,1492,A,0180/36TF,力鵬尼龍,C1801,181,4794,0.03,799,1500,AR1-09070049-1-1,A2,250,4,無,10,8,0,0,2,上漿,1,Z,無,4,無, ,不要,8,上漿,1,1
AG4-09000962-1-A-A01,9600,S10984,AA-01-A,2720,2400,A,0075/36DF,力鵬尼龍,C7506,75,9600,0.02,1200,2720,AR1-09090114-1-1,A2,150,2,無,5,4,0,0,2,上漿,1,直,無,2,無, ,不要,4,上漿,1,1
AG1-09000752-1-A-A01,6201,02281,AB-02-A,86000,85909,A,0200/48DN(SOL)F丈青FDY,力鵬尼龍,A201S,198,6201,1.89,1240,17200,AR1-09030106-1-2,A3,150,4,無,10,10,0,0,2,上漿,5,Z,無,4,無, ,不要,10,上漿,1,1
AG3-08000559-5-A-A01,7020,01439Z,AH-10-A,396000,1188529,A,0070/24N(SOL)F黑,力鵬尼龍,A703S,68,7020,8.98,1170,44000,AR1-08120002-1-2,A3,250,4,無,6,6,0,0,2,上漿,9,Z,無,4,無, ,不要,4,上漿,1,1
AG3-08000559-5-A-A01,7020,01439Z,AH-10-A,396000,1188529,A,0070/24N(SOL)F黑,力鵬尼龍,A703S,68,7020,8.98,1170,44000,AR1-08120002-1-1,A3,250,4,無,6,6,0,0,2,上漿,9,Z,無,4,無, ,不要,4,上漿,1,1
AG3-08000618-3-A-A01,7020,01439Z,AH-10-A,396000,1181912,A,0070/24N(SOL)F黑,力鵬尼龍,A703S,68,7020,8.93,1170,33000,AR1-08120092-1-2,A3,250,4,無,6,6,0,0,2,上漿,12,Z,無,4,無, ,不要,4,上漿,1,1
AG3-08000618-3-A-A01,7020,01439Z,AH-10-A,442200,1181912,A,0070/24N(SOL)F黑,力鵬尼龍,A703S,68,7020,8.93,1170,36850,AR1-08120092-1-1,A3,250,4,無,6,6,0,0,2,上漿,12,Z,無,4,無, ,不要,4,上漿,1,1
AG1-08004485-1-A-A01,7836,09779,AA-01-A,57800,45000,A,0070/68N(F)F,力鵬尼龍,A701N-1,70,7836,0.35,980,28900,AR1-08110025-1-1,A2,250,4,無,6,6,0,0,2,上漿,2,Z,無,4,無, ,不要,6,上漿,1,1
AG1-09000751-1-A-A01,6120,02280,AC-03-A,180000,180000,A,0200/48DN(SOL)F丈青FDY,力鵬尼龍,A201S,198,6120,3.96,1224,13846,AR1-09030106-1-1,A3,150,4,無,10,10,0,0,2,上漿,13,Z,無,4,無, ,不要,10,上漿,1,1
AG3-08000559-5-A-A01,7020,01439Z,AH-10-A,396000,1188529,A,0070/24N(SOL)F黑,力鵬尼龍,A703S,68,7020,8.98,1170,44000,AR1-08120002-1-3,A3,250,4,無,6,6,0,0,2,上漿,9,Z,無,4,無, ,不要,4,上漿,1,1
AG1-08004833-1-A-A01,6201,02281,AB-01-A,168000,50000,A,0200/48DN(SOL)F丈青FDY,力鵬尼龍,A201S,198,6201,1.10,1240,16800,AR1-09010039-1-2,A3,150,4,無,10,10,0,0,2,上漿,10,Z,無,4,無, ,不要,10,上漿,1,1
AG3-08000618-3-A-A01,7020,01439Z,AH-10-A,343800,1181912,A,0070/24N(SOL)F黑,力鵬尼龍,A703S,68,7020,8.93,1170,26446,AR1-08120092-1-3,A1,250,4,無,6,6,0,0,2,上漿,13,Z,無,4,無, ,不要,4,上漿,1,1
AG1-08004832-1-A-A01,6120,02280,AC-03-A,151800,151818,A,0200/48DN(SOL)F丈青FDY,力鵬尼龍,A201S,198,6120,3.34,1020,12650,AR1-09010039-1-1,A3,150,4,無,10,10,0,0,2,上漿,12,Z,無,4,無, ,不要,10,上漿,1,1
AG5-08000223-1-A-A01,10800,L0017,AA-01-A,760000,760500,A,0040/34N(F)F,力鵬尼龍,A4011,40,10800,3.38,1080,50667,AR1-08110057-1-1,A3,150,2,無,4,4,0,0,2,上漿,15,直,無,2,無, ,不要,4,上漿,1,1
AG1-08004833-1-A-B01,6201,02281,AB-02-A,83000,200909,A,0200/48DN(SOL)F丈青FDY,力鵬尼龍,A201S,198,6201,4.42,1240,13833,AR1-09010039-1-3,A3,150,4,無,10,10,0,0,2,上漿,6,Z,無,4,無, ,不要,10,上漿,1,1
AG1-09000752-1-A-A01,6201,02281,AB-02-A,118800,118636,A,0200/48DN(SOL)F丈青FDY,力鵬尼龍,A201S,198,6201,2.61,1034,16971,AR1-09030106-1-3,A3,150,4,無,10,10,0,0,2,上漿,7,Z,無,4,無, ,不要,10,上漿,1,1
AG3-07000910-1-A-A01,4250,09988,AB-04-A,333860,328883,A,0190/36N(F)F,力鵬尼龍,A1915,188,4250,6.87,1063,15175,AR1-07120068-1-1,A3,200,4,無,10,10,0,0,2,上漿,22,Z,無,4,無, ,不要,10,上漿,1,1
AG3-07000910-1-A-A01,4250,09988,AB-04-A,173800,328883,A,0190/36N(F)F,力鵬尼龍,A1915,188,4250,6.87,1063,17380,AR1-07110100-1-1,A3,200,4,無,10,10,0,0,2,上漿,10,Z,無,4,無, ,不要,10,上漿,1,1
AG3-07000910-1-A-A01,4250,09988,AB-04-A,155400,328883,A,0190/36N(F)F,力鵬尼龍,A1915,188,4250,6.87,1063,17267,AR1-07110100-1-2,A3,200,4,無,10,10,0,0,2,上漿,9,Z,無,4,無, ,不要,10,上漿,1,1
AG1-07003355-1-A-A01,10752,09147,AE-09-A,123600,1173913,A,0070/48N(F)F,力鵬尼龍,A703D,69,10752,9,896,41200,AR1-07080016-3-1,A1,150,2,無,6,0,0,0,2,上漿,3,Z,無,2,無, ,不要,0,上漿,1,1
AG3-07000748-1-A-A01,7524,09645,AA-01-A,170400,1173913,A,0070/48N(F)F,力鵬尼龍,A703D,69,7524,9,941,34080,AR1-07080016-4-1,A1,150,2,無,0,0,0,0,2,上漿,5,Z,無,2,無, ,不要,0,上漿,1,1
AG3-07000690-1-A-A01,9381,08503P,AD-13-A,220000,1173913,A,0070/48N(F)F,力鵬尼龍,A703D,69,9381,9,938,44000,AR1-07080016-2-1,A1,150,2,無,0,0,0,0,2,上漿,5,Z,無,2,無, ,不要,0,上漿,1,1
AG3-07000678-1-A-A01,9600,09402,AB-05-A,407000,1173913,A,0070/48N(F)F,力鵬尼龍,A703D,69,9598,9,960,40700,AR1-07080016-1-2,A1,150,2,無,0,0,0,0,2,上漿,10,Z,無,2,無, ,不要,0,上漿,1,1
AG3-07000678-1-A-A01,9600,09402,AB-05-A,244200,1173913,A,0070/48N(F)F,力鵬尼龍,A703D,69,9598,9,960,34886,AR1-07080016-1-1,A1,150,2,無,0,0,0,0,2,上漿,7,Z,無,2,無, ,不要,0,上漿,1,1
AG3-07000043-1-A-A01,6120,02280,AB-02-A,294900,296954,A,0200/48DN(SOL)F丈青FDY,力鵬尼龍,A200J,197,6120,6.50,1020,14745,AR1-07030102-1-1,A1,200,4,無,10,10,0,0,2,上漿,20,Z,無,4,無, ,不要,10,上漿,1,1
AG3-07000043-1-A-A01,6120,02280,AB-02-A,268000,274112,A,0200/48DN(SOL)F丈青FDY,力鵬尼龍,A200J,197,6120,6,1020,14889,AR1-07020001-1-1,A1,200,4,無,10,10,0,0,2,上漿,18,Z,無,4,無, ,不要,10,上漿,1,1
